75000 135495
52825 56363 -221882467
46101 46722 33790681
2297 39050 -173556440
71180 18785 -353891373
70698 28490 675379923
12991 29910 428338708
66180 37533 963047953
48675 13725 -798323428
65024 71363 111786192
37388 10944 -810178260
5369 62431 -218474504
60316 34220 -922369127
363 55350 852651218
36523 61136 250835134
59792 40667 952068928
64846 54280 923201727
62070 41083 217977709
27068 45845 972351656
49997 32181 -785052773
17863 5496 -489950543
27020 72641 -490984162
39567 54066 565333137
12021 27120 -899508973
37629 24219 385234750
12289 67498 192321520
12028 43069 348967358
15295 69873 -537162706
15400 3244 -60913631
58246 51791 -237010465
46502 67513 176820256
32054 42574 -82143488
18262 73485 202957237
47081 8024 929738017
57687 1787 -267119477
64753 10636 -181837595
36424 52760 113942980
17535 31267 -546488565
60070 51948 -752700482
18988 66217 -598235824
71711 1127 -715496103
63791 73646 137110711
74057 55219 -291126035
65738 15288 899800766
35220 55698 4563328
26683 2828 51803710
59809 65553 280043617
23007 63299 -837391910
48528 50603 -464890476
11497 64527 -582150233
52769 55050 59564718
48906 53564 -195692846
5724 10400 176909590
29066 71392 964555239
32390 71207 -541855528
10606 8039 -126122097
24623 48787 -432996945
63308 9176 669533063
41132 43715 443256099
28484 45278 425690630
53933 9506 654279330
51061 49857 -264318329
51827 10531 577672014
17284 24823 663815180
9172 55861 388049723
10147 14928 -38681756
73567 74905 -908362917
3414 64189 953431029
13599 64545 129692755
63708 4584 -172275509
21041 69457 707690422
69559 6137 -493124714
43235 17232 -724819225
11394 11879 444265982
54211 20663 292054089
56418 39698 -548287140
68887 71223 -558375257
67148 66234 -231998151
54478 8453 955506444
68270 43072 -342769899
53462 69616 903477118
42589 25607 151565949
70940 41381 -258596868
5022 9215 620584565
15225 54911 52889058
3681 66012 -526774887
21312 62704 -730221220
50511 19570 902161042
36626 63395 -595286391
47580 20289 -249024040
29968 4496 -146014147
7658 21724 -615596181
30369 43752 218226806
44007 11992 -388942068
14041 784 -759030002
1718 72672 784592659
3352 52030 -453934172
7384 60508 498405910
25824 49447 97952484
17526 10357 -738544232
33670 68368 414487613
16186 4474 -974261954
63637 15340 -472721344
47836 70902 205505052
219 16793 926169052
28447 52338 831910095
23605 35465 -154999577
70275 39250 -587325225
59297 67839 906594526
71106 38575 150920940
30421 55730 -802419110
57089 63349 -907444598
26161 3465 935660728
11360 45581 -300716273
39826 50661 -230865558
64612 6783 -211334555
3191 66474 673687415
13491 48301 -323326809
20788 556 3390205
34963 13133 -390882484
62616 18710 850483449
20342 73190 -935960972
1909 12705 -651796417
11270 48659 -573083102
44673 71489 -556298429
69716 70478 -664345204
63677 55253 802540794
59431 22598 79562214
2110 58570 525627568
20839 35447 -749568326
47126 21479 -157993287
31924 60504 411150507
7131 57641 153065386
24206 57986 -940150139
65572 37842 966275768
23709 31819 -185095278
2037 15631 363703539
54346 35785 -867557900
44255 1048 810264925
54451 71508 381523608
30241 46773 528700680
64897 60762 -872347744
12661 58497 -336314549
53010 25534 162933901
74039 25762 909022730
7613 32178 -572857970
35547 6110 850518404
35158 66813 155944868
12621 38482 286310871
20524 31345 930203974
23017 37264 846750829
38921 43399 -363896093
11012 1113 -70873923
23570 73330 -532085332
6928 19716 602426708
51178 27896 -976576187
66459 52930 350078320
12031 51417 -393297061
21268 26572 516563810
18637 48818 -378355697
13674 10954 132994222
68691 36258 -244182357
58474 9372 646403616
39861 46865 -165540758
2935 62569 -507818498
35651 37382 -924743905
298 11909 -422874945
11709 22816 154622353
44871 7595 851904250
70370 31904 -227258976
22899 12240 937293624
53941 51028 811409071
31420 35807 -695077512
55064 28495 -425385474
69688 20013 106777925
52909 63768 -379275551
42261 11141 -48899891
23748 1863 819341058
12408 24878 -111856533
68493 9069 130251333
34474 49515 -68215582
49989 59796 -977791173
6050 73386 389227199
21355 66830 -667363049
59325 30404 -515711926
19802 45438 717686258
38832 21552 604363663
63729 72723 694000544
41986 47971 -263163962
2726 54777 -157892616
33677 58510 -304136116
45877 46176 -118563384
8802 5239 -360840413
44408 64992 445200318
2924 22730 -908274853
3406 66437 -24887211
52884 66668 -276990205
2796 61039 -366867276
52830 45914 -748063104
48474 26716 -847070254
32579 16780 641113168
50155 26479 -894044646
41860 9461 -728206311
30260 67079 647190954
27398 4339 -401132817
7282 24385 880599922
3914 19747 28066441
25865 32373 714337413
41931 48620 500131084
12282 16444 -636477825
31817 56715 -870341464
36450 30445 -376757835
60633 69823 90277350
51005 44838 472237479
43556 53028 84562323
20797 73929 -878526129
65840 1667 726505064
13753 28084 316992718
40824 54120 -58882996
49364 58813 -48345006
42616 45012 206107025
5997 72399 44555652
68382 73396 914446815
68414 33889 718949657
26973 49043 -89248312
32399 42044 981019058
35360 25789 869061356
34293 9758 833019553
47201 47383 -870057355
5832 16610 301932446
38812 47840 -335208701
45847 25005 -952035516
15682 44385 -687985522
4027 65491 579566078
2326 48204 -868169
52284 71884 425721539
3746 22010 -695381057
61873 7110 -177360038
68311 34860 -140683723
8343 19376 324131718
10321 25036 -653194134
32755 8264 -523043688
58517 3172 -155357469
52145 65468 -587011244
21661 67726 700564377
71219 70961 -270976415
72598 72584 331834242
17581 24345 -264031211
22890 70816 154999495
67108 46534 -975853941
73723 44162 910226019
18630 5448 -706101603
27126 11050 589764179
65831 46714 92862222
14465 57163 831698697
45275 72065 -251768472
31512 12677 -459582822
18419 28086 -2448994
41817 72621 -800402162
25707 18906 -141597380
23280 786 212871021
36799 71478 163035552
42715 62617 -920619393
32961 1486 579316672
72180 3527 -435745932
10587 53276 -540400876
46608 28204 -33680732
944 8956 -379431709
72555 18649 -327742635
60647 49160 -650698803
26517 63986 -406070295
50936 45649 83248903
68727 36803 -768940468
17055 9488 -58458679
20136 40227 -664522859
57526 56934 572210117
63217 26830 -503905454
71318 14139 892586803
10402 74187 762187014
48591 11679 -52996362
16112 10329 727083356
70142 64798 -122840131
23703 32516 231308860
27697 19334 953099934
65591 30081 719863684
1009 72101 808414233
50058 18781 -636292026
6547 56130 -964792659
21950 69382 -410246869
4592 33073 -538031173
20610 53040 958666047
69920 28118 361036403
14621 22565 232216174
14938 18958 -978398345
66461 21030 774581909
42195 54320 764298252
54468 59116 809467320
32343 43211 -110154851
20317 25922 742790596
1600 20212 628316849
46316 13989 525640608
48062 1343 -689841326
43320 51460 -373902323
40303 8084 -289937425
32149 67873 468265542
67307 33360 772540366
58819 1762 743704644
47734 50643 -348843513
49347 40830 969679691
34578 21397 133000007
44451 24869 163524467
26154 13565 -100123799
41929 34231 72322145
29530 10582 666388280
64544 55168 -815819724
40884 67143 -594772270
3995 59843 -512849437
62205 22458 314962818
65425 14133 -781707081
60263 16429 -587948425
73184 21311 839387856
12102 24444 -660543103
60683 25511 -37170891
52479 56776 768399628
41331 36924 -340214428
52666 69727 207914531
67603 30191 491331855
71730 32651 644915378
62393 1640 682964768
64675 42910 803219185
47642 34063 -973474530
18778 6484 -867217256
39768 36094 -85996616
35484 3649 844548398
12477 43962 899696681
70904 34854 865597157
60665 45496 620596201
59818 44423 -398500792
20251 53771 -212074871
74201 63793 -863733859
35401 47920 344401825
68980 9725 -787220338
19270 257 277952648
42762 38912 -486293245
10018 26965 913767114
26271 44981 222350262
16734 1062 -906740057
22285 20287 -390714732
64693 7512 -281370436
22502 62285 -48443348
8940 62143 675522450
34509 18340 -828315510
48023 47130 -215945835
46242 31675 547083842
7809 72518 -847088195
58548 53202 500548833
32256 44372 -458220717
27694 67905 463749584
30937 39210 -815638536
14971 1352 892454541
19202 33038 791580868
48027 32704 -643445577
48796 25149 419436555
3791 1889 -337211346
60936 5132 928080061
8590 1913 -292823585
56496 68147 -506666862
33993 15711 -668771505
5742 73380 341176560
59559 14696 -231579876
71603 44710 160745307
4286 54041 406778160
38064 72089 301158706
71444 55406 -9982053
59100 68216 47832180
60508 58921 -102947918
43312 59030 -813557699
32835 10694 -951365416
10941 73084 747639481
20769 26856 -571783137
6432 44680 -140901109
60077 1576 -490003010
32948 61723 473932456
41066 72377 71228945
28471 25983 -754210729
916 69311 150078284
65340 58056 -614857141
58005 10390 -316181063
30283 18244 650484881
52158 36416 848690529
72046 15388 504278471
69833 47802 572027780
62504 69840 -462439097
31659 43988 -213318881
62430 51441 -994459255
39718 36368 195225277
6259 2755 573818387
61592 48967 -457661157
40521 63358 -462783349
68 40680 -479050475
37185 59110 940983405
13257 8873 -488622603
51631 6387 640092295
8494 13026 791581300
32732 23582 225056292
71039 41378 -954069409
66317 39520 756178709
23620 71849 307903046
5389 44774 -281631096
14374 56800 -382851726
44171 26736 381793153
56453 69795 943750868
13546 22365 -244821900
15669 49496 671852221
1202 46545 870404578
71043 36470 647516352
67297 45149 -149132231
43021 1776 20613504
69456 71949 -900638224
41705 4318 344422666
11696 71629 489506766
66875 43346 447554815
32727 61811 364060110
10257 2377 -157790627
70044 1086 -501686624
39793 40509 908298146
8154 36030 778850540
47105 51630 256848694
32536 45083 628113696
33095 45537 961288707
46810 35732 164606597
67784 9900 -768227713
9048 13768 213133142
43982 58248 243310444
73983 64669 573293057
51050 40737 7176470
50882 2368 213136400
55724 69800 -502680201
27610 54908 346883464
11048 25399 -272290273
17179 50243 -272144559
33928 9472 693140798
40617 4301 947693628
16507 52266 206582475
16132 5797 -589711449
22231 21878 693080134
31247 24946 -479975691
16019 7432 -213168964
43579 31994 -272594045
65884 15873 335476116
67568 72923 -453302883
42873 10490 -467764599
51271 39057 604901525
4860 67992 -978091204
18980 22160 772884602
44556 74114 -736440478
43984 29199 218944871
2879 11640 -310544748
38156 48387 -207737211
273 69251 -796058889
30491 58231 637118046
20410 34806 -827922119
476 8887 97014781
9077 22350 682956174
64120 40467 357887908
53570 7583 557684541
59578 35060 -385159829
52451 44096 -262214216
54228 46546 -478386012
54998 66856 173143368
20654 20746 838195
34397 25998 652995136
20075 51484 -727277493
3088 58752 573538314
58007 49336 260911584
15458 73598 253326959
48077 4787 -290697522
54148 8283 349391417
36187 33755 -957373198
46558 73075 -769722519
15406 66851 145107614
43113 4199 900617731
67275 63886 -328345446
19872 5320 66501220
29703 27473 845220294
39 28658 319854236
61985 54897 -233130249
12078 36203 927300161
14301 49546 -771373657
43594 49246 -645759910
24222 37940 402589620
29339 57879 47206193
65148 21309 330344846
18337 74354 -562756568
48403 21941 -6165242
74524 63366 -423118635
43903 68026 344615163
74408 50507 -978018053
22101 59784 116386795
41570 45942 -285667472
13386 43713 -803927990
74210 54021 21452389
57425 46817 635431320
65248 27763 -148235350
8007 19652 173202160
62111 49493 -962330074
62702 15678 293979763
9585 31690 881169918
46051 56757 -904366468
28981 20744 -932282551
22222 25917 -816360945
55707 43278 926669317
41775 4787 484368244
20788 30274 -989247233
54023 7360 -8839692
57387 50812 -979378914
31785 44553 81328619
24049 36998 125402448
51112 11150 -56457042
65334 57919 385453779
54413 53065 -879245618
1946 57007 886286211
46801 4844 -177390012
33199 16341 -466176895
6554 18822 996030120
36161 57127 -24201895
67896 42829 -188006323
29038 28025 -765028330
67544 1767 539574481
22014 11109 665056646
53919 65788 -781860207
33777 33720 929568701
67595 12125 954604514
39973 49001 -239887622
17970 27127 915068844
12808 6413 -935361938
71533 65578 -962112425
57641 50506 628850659
68743 56301 259414350
7938 26351 711352843
36241 62717 507641604
58148 25646 521933545
3071 3319 -981458717
40066 28744 -266077652
35802 23756 966733743
2208 52268 881555450
17996 12349 922338221
47140 35485 68450469
9427 58849 859544995
54880 12092 363700842
67407 26339 529162979
61064 53872 -22883588
15786 72941 796494227
38748 34658 -831720138
19329 54909 82388030
64058 61372 492392247
67486 37198 70852406
50333 20907 -724021935
33194 54411 35932153
22116 15089 569492583
14295 54619 -292131871
41960 58303 875365343
44370 67384 633501832
28851 11449 181888579
27343 43720 326554795
42549 53643 741469206
44995 44057 496450048
30879 33128 -177532136
56307 4731 -293786000
5436 38209 -121705558
48852 46058 -251132690
30658 8998 465765352
26825 41351 -3499331
21882 30219 -824159542
48277 7402 933275596
71809 7483 398624747
73096 57833 -412822880
72954 13436 48312513
50141 55696 -545947861
2136 11444 -438175000
71124 11123 479764071
48268 67991 -319626135
33032 25857 -220180750
59441 21450 301616196
48587 63623 -55317099
63536 49112 934233483
28709 20730 170993141
62482 12796 881282826
68024 35799 -583622603
53588 41799 -623486536
52552 16923 -887769877
7764 50569 -767556560
25717 53141 424397483
68083 34556 476464490
64418 8382 -23991125
49854 43621 366405271
47665 31878 -719813916
59548 4846 34726285
60719 68584 770364175
39658 30208 -364505148
22679 39737 -510634678
43425 72804 787869032
31342 46551 -66337233
13972 57510 6185658
70971 57314 -541036696
43023 13041 -591667698
5826 71246 676837062
20562 47140 641753066
51593 30095 57865997
19756 28430 200772335
32003 64295 -168589771
5085 12642 -691010179
4786 48123 478644702
56565 30218 927477879
37632 12943 -121586326
50482 45510 -859252397
4354 42975 -580177714
8701 40912 93368997
41535 16830 51355712
17895 7686 241849184
33403 70761 685999020
42689 3687 -692650397
34135 34178 828638602
45288 48860 -210183270
30985 65328 568134354
70208 13459 -558724995
25280 14472 -412469438
63649 31296 -5741529
44583 8672 401170075
22576 10669 200585105
46571 47762 -493778115
35741 74703 418421816
64342 57308 839860431
68556 49665 278659401
69636 41243 -235295563
46444 4649 -937972476
49976 46897 -941882084
62299 39581 771232613
25150 68313 349819259
16240 7329 -386270649
1709 30915 655350953
48671 71164 417179732
62914 16922 -467035501
8225 44024 -1461225
71538 31691 27409795
43407 58313 -640913104
21675 7992 -771478704
8698 54838 397012846
30192 45263 140739057
43820 25661 -483008993
5622 30615 -670568629
40525 72379 325935303
15485 68435 863252028
34979 72296 996317578
41863 1841 234976374
28552 47008 130338589
47091 45155 -676797128
70656 12162 -480907746
8076 26764 285569910
1287 42608 -897806754
11060 4502 -142385888
9148 26489 3038552
64560 23290 -53706672
67252 37499 -670240623
44126 27492 788803254
27754 17747 463358385
11519 24780 -322622441
44246 64601 -370103284
12893 429 572195217
54299 68173 743378457
23292 18126 -532533304
24303 1657 695650652
18719 49606 -501805426
28524 35141 -985688762
56249 53664 573588255
52528 45982 -665873235
57840 37570 -911870587
66513 30734 -396519883
54346 31637 -319680308
70445 7703 -699589862
18941 15407 -958117571
74500 14450 -685557108
50083 7698 42246054
9789 54919 14264427
28086 11179 -132728854
53278 71433 -490498948
34358 64299 701855384
13124 10664 533854323
38850 74790 -249872431
29795 42629 -343540018
56709 22278 -94214917
10412 28745 -718752787
21523 16892 -222619977
75 37284 -971501664
11132 19996 570617010
9632 64717 -532126585
46579 2830 980727069
2541 39335 23806996
62114 53103 -686750449
6056 28885 698865190
12249 12173 -670422389
13522 6031 -395598294
55863 69143 532803129
51890 23557 817297358
43463 63194 -845984466
45511 21462 201513162
23277 11701 -345609196
37345 73733 -756974821
8469 27840 -504134429
12395 43476 -750145696
66812 51406 839423712
15180 12264 -739035314
26391 8099 -870985051
8900 68126 60713106
6260 16046 976491427
14103 56069 -596239239
60679 52084 -695573929
41562 12176 -743789800
13688 74204 967407770
32273 7486 -499355449
26742 16066 -733565196
50502 72725 -332705144
44828 38059 -652274265
69711 10663 -862184563
33323 13104 -160186659
63403 63218 -151398224
38290 37942 397947239
40679 11413 -948185476
21701 44675 579219898
60384 13452 893949485
45399 21172 -317495030
24121 59063 587430741
64582 29650 711935211
16711 58371 -813792815
60340 37874 986951613
51052 5873 -948006998
2898 733 -485555069
7843 62051 -186466657
37530 56209 -954076241
9224 57363 -647696929
41041 18880 -861560593
66256 2844 535487778
64975 68437 442874998
7830 59875 96619240
59665 26944 300310538
72149 72282 -158693453
49379 29647 114935475
43436 2191 -470892672
74297 73192 -180571159
22254 30510 -597765710
31370 6177 986888091
31450 51080 -825583709
12454 72859 -245157634
54901 54090 424965890
72631 64613 -957298766
16428 24599 -849646979
32568 54268 803468043
45180 36556 927452727
2611 17526 219030697
25980 6512 -677481789
35720 37015 -697021925
42068 70945 -763346085
12495 27381 -951353407
26839 6978 -218431704
35419 41922 939992459
331 55085 117377200
72743 70877 894367685
44984 49167 -133932214
12656 12319 -883113840
5219 14691 -370997141
24814 48739 231408610
46898 48263 191970821
38453 55283 448033532
17939 18553 -316214162
27046 36434 -907591465
70260 63298 -906928207
23744 68645 -201427111
64257 70912 -331740519
67969 51346 368256045
6492 52749 -90063998
54475 19238 -874519466
73649 34873 -462021858
35431 10367 791020385
60495 71644 145655258
54169 58646 308744786
55682 57229 -2779148
23832 21132 124044183
37094 53348 764992191
52071 46797 595458955
58381 51814 714187578
40260 63826 -911670194
21682 71728 186527533
46321 64230 742314777
49343 12363 -7356264
44953 19734 -61933313
29723 42949 834765109
15318 3192 99642318
13807 9684 -406748254
30979 44396 551863777
24262 32214 -65963646
37574 7860 877063247
66429 13596 -842037556
33933 14932 53546404
72968 47661 526047398
35864 18875 859658500
64455 11419 187448941
54673 53435 4886189
22226 61452 850340884
9780 64379 -70467831
70648 13585 172539422
63184 13484 -14639070
8802 57038 475696581
11363 42710 -984411741
42853 52051 16210398
56408 21241 -914235229
73789 73653 -542861581
32042 30248 860011488
63755 17998 745602416
33717 48036 692549086
63391 73900 -317863212
39786 9861 536996774
39782 72043 695938831
55513 51342 384940420
68299 23654 666021477
27790 69869 510564892
7892 34447 748192781
47 49406 -785007931
42951 14137 753493686
19632 47978 -249037319
26104 48662 -825533552
39424 66608 937498570
12972 58074 537729941
46190 54951 409549269
62411 67915 286479438
27114 63101 -991059809
19265 46851 501908720
38789 56465 261530933
45120 72005 57828501
73433 53324 628247325
14568 12836 -304815201
59926 45919 -190502895
41314 5761 -315769402
65966 73985 217177710
24225 14204 379927784
24415 10850 149326952
14621 60365 60463933
19276 36536 -133792265
73110 8858 -625213965
61968 48846 -18956851
70443 5538 -101061497
51639 43328 -769517089
29670 52100 -321599848
16967 56309 632681461
69403 32552 -114318096
55201 37374 893060591
63646 61921 705687207
46950 57246 -755322910
5227 30990 -418591278
74090 23618 -15835709
35890 11125 84805105
9973 8531 578390550
61784 69281 -732771075
3184 6424 -447698377
60017 24901 -493271192
32999 47300 -144425688
27280 63521 -841210724
50674 4387 23098957
43248 25518 -451305579
197 62320 805527724
47299 52213 137627254
10973 8157 -279884285
11601 13296 -961861603
54897 63731 -540256825
64640 12064 340540503
18001 59564 775217365
17659 72327 774182532
67618 43994 -510181199
13549 13763 114755799
52305 59487 539880680
39596 24802 -981865359
24755 43959 -503117436
60543 73140 -848786823
60919 58877 443119998
55724 24376 962736821
46195 59671 84348369
66079 61083 603390676
43765 73076 -114969264
102 40899 -154356623
5938 7914 782611913
33587 37213 519007885
33589 32442 -392850957
46693 9548 -384376382
9158 25305 -326083949
5258 9494 -178867844
5864 4116 -324690451
48572 1205 -727774039
53141 29184 -321739878
39584 26132 -71561784
49882 35460 -599243105
63003 9744 -63824566
63718 41698 512673694
60938 59908 -657868411
33366 31787 -162952514
5627 62925 -234774565
13075 52078 -294914512
37696 9982 -967927866
44215 18722 -642713836
36233 5401 987962185
14858 44754 -810605377
48783 2310 -23445492
60125 72448 -93816245
68792 19685 87334099
18455 51203 542790988
4163 49095 549017967
22860 69969 -872081233
69172 20193 448106224
27833 35087 -659619987
41937 22026 -68332354
69320 10362 -963065723
16203 28235 -672398212
12385 66753 -918770764
55247 16958 -320686583
19212 65609 108108488
50309 14509 754981799
17930 1284 203449360
46465 43456 -229810310
18135 56615 -50364954
73919 62456 247119349
15145 29714 -580245179
63025 49813 -262795987
13316 8781 -760407029
2002 74676 718109201
71714 74037 221004738
60852 67638 412518197
51396 37884 174981420
60692 11549 -384595777
36945 67875 73174410
54147 4186 -58155618
35853 53259 -967609509
1237 19367 -899600694
64890 9297 -155046283
5480 63856 -475230174
35308 14783 485200426
36287 69154 318514209
50166 39356 910790544
8102 73759 195113564
65909 54981 819251278
42430 38008 338682608
66200 19335 -954064458
20890 54415 -921189997
36230 2508 -619153306
56983 64751 -67927162
13507 57447 455416643
37619 49577 -610271422
16536 23716 -330853191
12303 7992 953521236
14274 71318 907753596
74506 48391 -43528322
17990 17443 -1187883
24740 57719 -934979415
22170 34652 -691439251
19064 58383 152712069
41972 49511 615823037
52886 30943 163559564
33941 28202 -466831540
41827 24297 -261321479
60957 2592 -174269299
43648 63178 -503067422
8482 7538 991766779
57452 44512 762869024
19526 44069 -341929298
5960 60765 -114900419
18771 15638 833413237
5476 3599 873599885
65236 22263 -230086941
11959 68133 -233930020
1273 48019 -688957269
55709 39104 -323733839
41817 53006 826652811
72210 62706 -324965045
56107 51246 745657916
48860 21882 86826578
34974 31600 -76675170
49502 38407 -738061077
20001 19775 298303576
63702 51930 897576407
48826 55338 -792340096
1427 17205 -198039466
66885 67419 -566598187
25283 69492 -945178722
50868 10099 -770744619
35766 60807 -794706478
67886 55006 -337467866
9889 68078 677358531
53195 1601 -411235230
12027 23713 -822413579
11102 7692 -361257663
42209 44168 605655065
25285 64228 322110031
35211 22254 -977509469
55889 47617 123312
15527 46647 26800660
34097 57349 874552675
63385 63206 -488275747
44240 70018 -354473919
70908 24085 819509274
30216 34708 319577636
14266 5011 47376949
174 8105 -314656097
332 19177 -216493373
10329 68588 -600864058
17618 62913 -855417753
35260 16145 -724046106
56746 32751 -434536208
9833 52705 379966760
1584 65135 -796690866
66314 55242 357016263
68992 20923 866713964
6453 43338 658627864
38571 65447 -696431138
12618 32214 115374682
16302 64665 2604294
8832 21770 -237151155
54648 48382 -572741739
34529 6711 48146914
65722 42837 -16641594
8150 41065 -839578164
52684 10508 729888497
44240 12324 -24835164
17107 1183 270452968
64382 35461 756191086
29238 54239 906356362
31542 55325 -900751068
20143 59341 355583352
29983 2125 -725493153
41618 14293 -285162335
32685 37354 757884181
11266 16905 462806972
11657 9451 -940580526
47383 45334 507104693
51929 65252 -895823475
29905 4447 -663680305
36686 48312 -473135886
38055 69627 -82612378
30957 41482 322246821
58278 27497 813399453
52572 1005 -355791073
35545 53310 -745506705
26288 67173 -512654307
30436 26480 992856207
6587 22904 -66139815
63099 24858 -569444090
24828 71769 381656226
59544 10200 784403998
53017 41543 641639827
46018 19473 -460931828
29519 38245 71283421
12296 42373 -509291488
28758 44512 435503720
64357 68487 -905570721
71073 10674 38033885
64466 6901 -268148957
19333 36383 507522932
44946 37948 -456506948
24075 6233 -955973471
67281 52978 -133780792
9787 47127 -102368248
54875 53510 -238799716
59144 11191 -479146659
72083 32273 120652918
52807 15678 -798967162
35442 40417 347659671
71053 64853 436297158
559 14986 92267361
3474 55113 -552797368
66558 65872 323190124
51973 38715 -137260729
71715 74066 -840582393
28202 57794 -960221667
503 29110 540612663
68462 38801 -540613808
61230 50877 990368245
41453 421 221776161
23521 61408 -697643378
56570 15048 371121397
19908 14755 -958103653
56605 2187 144857798
29825 27393 -872450102
2723 51504 -223996813
57951 17806 -366246653
3679 37248 -645488436
31257 23300 -162807832
64134 62361 169955292
2781 45978 -1886297
27528 48977 -365560692
25035 17544 -386094192
2804 9413 712158816
9698 6775 746357342
7868 3932 -421479220
26234 36395 -430956420
49247 32904 -646530344
24402 68501 -5189058
10303 32497 372273915
64678 9630 -509166403
68403 30304 -406918710
13504 4360 595393692
35793 31381 433353787
67208 21018 624653327
22532 32631 895720652
40244 31352 860531922
46633 30083 345856537
20270 39224 491312527
7994 53780 80802015
8355 63418 240686028
64343 63287 -319542950
42785 5070 99545563
6958 23001 800673443
66927 65663 -110134529
13563 5765 959290884
26855 13974 -602609278
39781 38537 149731546
39689 46529 757277119
14026 44080 -855873264
73495 38048 -247028103
51952 13394 -330482677
16275 38780 -342683489
489 67134 -863746625
29801 68954 924980832
22411 21932 269277105
48719 48833 -12541512
55555 56227 -546756148
47441 24047 -585865897
50862 30889 818037194
25664 20521 48490783
1593 10432 436105745
34957 2252 110845613
72420 26660 -401973082
44109 30138 -542048835
843 43939 881020673
25905 63161 492610126
42227 27478 -126147482
8829 40603 -305844757
32708 55842 622940053
48747 21724 -480012311
69777 59173 320125352
7297 22873 -284546544
29608 54124 755944852
61520 22656 873377035
54222 45235 -337116604
53431 5592 599385823
23682 42686 -194916426
34418 49625 -823522549
29008 44310 852538046
25044 18735 829013483
65517 12048 933947268
54916 52742 -999471072
28596 25961 408909828
49515 17949 -144025421
70357 60492 257231249
51209 65246 740798323
15794 6515 553600154
65764 67764 -486617370
18322 69312 643540526
19592 16547 -95237356
18573 41352 -588000989
28607 9682 678514956
37751 48605 -73384306
54470 54749 200423330
59574 74383 587863500
41377 31914 -805240398
45213 42247 -279218737
41484 4737 472415309
37603 34977 919533390
43971 21727 -766947186
7395 34221 379766457
62603 49655 396454934
47530 53000 -511903225
26644 11446 -482418912
52926 19768 707139088
65334 52268 -295481875
63270 48522 329575376
38008 74082 682451344
18780 42089 -963207025
8852 51249 -100814032
1837 21779 545982790
33335 827 151429687
4057 33639 -887403386
10484 38049 637967549
47216 72779 179631997
47374 32375 154583706
73981 33625 -657151926
52827 58277 356473665
25527 7947 -724274682
3991 40705 -682270415
20081 30022 -68206720
66488 37370 742985367
66858 28449 -860916810
3179 56146 114887104
4964 11882 -990957486
37009 11474 -677866440
8529 65320 -260209242
55097 41490 717241295
21969 49892 824639651
33908 5244 -191366142
33489 40741 769784121
30353 58131 -997299259
55775 57318 -288607110
72144 18871 -388531718
45992 21763 -111852274
66817 47606 -18975908
49954 2720 539840660
38105 35487 157256873
31036 56178 701980854
63122 56232 142601214
7122 10137 497730133
20011 30438 -851540104
72112 41505 -451168307
26217 53547 993637835
44431 62543 -161112372
30985 72677 100352935
52432 23059 -618222421
70160 69904 822871515
14352 59544 574383337
68164 24327 -999340382
63728 42291 -61195305
38330 28388 946165597
31532 73604 211768128
12057 29678 -298565737
20742 66977 -391048833
56797 66806 196035765
29347 70970 133843250
15173 41699 428389110
3082 23952 427805965
2719 36600 435658587
24879 11724 -918522813
60281 66684 -214836265
50438 51660 611938434
35618 26876 -699727182
27878 60130 897852536
48695 62542 -282493013
34072 64655 926361072
64331 61397 -396618327
15927 60538 -706955773
73340 44124 -394453562
45679 51546 -237695893
40127 38536 -51211470
28594 27186 861618396
26864 47920 -184074967
45976 45337 719259542
3032 68034 -610600142
10071 54287 50171396
3499 39753 -468598260
11120 73284 -649163084
62353 66799 -384388522
38387 40305 -297699056
58277 24302 -751373187
35210 41157 -656261631
33187 9079 -238655683
10672 4578 961672780
6785 29034 198848859
3802 51467 -284000916
70143 18905 843669785
12924 45822 377963831
1296 67495 110984296
8555 16263 575377087
21426 6187 -882257596
59847 39622 -255044249
68724 43807 -131117544
53952 29671 165569574
74316 57999 779729285
44925 72717 -997489285
20773 5407 -720052049
11421 59932 676446717
3189 58499 -516695314
31239 7173 995400352
44661 49175 697284755
26345 19295 -888883655
74276 14568 -909217669
39162 12182 580398060
73721 29952 -691049895
38871 3407 865678288
22940 64883 975088391
14016 44673 253110543
71834 20081 656432821
47534 24679 -443708166
47076 40147 -698829601
70505 64455 -509739566
27522 46361 43977641
43718 5202 -724379788
43661 48140 438771013
27378 72926 -338856200
25117 50077 214787578
45963 35184 924980825
16213 17392 -938193718
64883 27960 589060980
24671 53819 -421602764
60230 985 195348688
26934 56504 -511410312
66918 59966 146709697
4737 140 -347103070
20194 15706 482578187
66163 44112 -231759202
54589 3059 -345619551
55029 64957 -113457967
34852 34057 -456384132
59615 60460 -372675399
42369 14941 902594623
66091 38129 -719059795
54847 4900 997748965
8124 41070 -66459235
74200 59116 694560386
11049 43903 -711622277
58687 48817 -289482891
27502 67242 -456217705
48251 69926 111615920
4561 15193 -73730498
24447 21016 -42538041
73518 37137 -148918662
33508 46743 999197519
49987 13913 -378090567
3224 27961 346360348
3245 44316 489174512
27852 31194 -708841797
44067 31408 855501582
2885 63623 -778529271
17288 11076 343143131
34692 59099 148213587
73579 33870 -335513059
2496 65376 933890837
41516 7602 566993285
71018 16377 309867673
42555 63457 -999900807
42295 28268 313423023
6621 17391 -727550627
